,brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn,days,day_type,month,How_long
0,Gucci,flower dionysus shoulder bag beige,a161237,2019-12-06,2021-01-15,7days,BA,Y,금요일,주중,01,406
1,El estilo de Claire,beads cropped jacket black,a1140859,2021-01-02,2021-01-15,4days,O,N,금요일,주중,01,13
2,Danha,embroidery point oriental mini skirt blue,a1140859,2021-01-02,2021-01-15,4days,B,N,금요일,주중,01,13
3,Danha,graphics pattern top pink,a1140859,2021-01-02,2021-01-15,4days,T,N,금요일,주중,01,13
4,Burberry London,buckle basic pattern zipup-jumper navy,a1140740,2021-01-01,2021-01-15,7days,O,Y,금요일,주중,01,14
5,Prada,ruffle detail long coat,a110231,2018-10-18,2021-01-15,7days,O,Y,금요일,주중,01,820
6,Max Mara,strap basic pattern wrap-coat black,a1139960,2020-12-26,2021-01-15,7days,O,Y,금요일,주중,01,20
7,Molliolli,pocket basic pattern fur-outer ivory,a115159,2019-01-29,2021-01-15,4days,O,Y,금요일,주중,01,717
8,Gucci,dionysus cross bag,a1143028,2021-01-14,2021-01-15,4days,BA,Y,금요일,주중,01,1
9,Sandro,pattern pointed cardigan black,a117306,2019-03-02,2021-01-15,7days,O,Y,금요일,주중,01,685
10,Louis Vuitton,twist monogram patent shoulder bag black,a1140216,2020-12-28,2021-01-15,7days,BA,Y,금요일,주중,01,18
11,Tory Burch,flower ethnic pattern cross bag white,a1141255,2021-01-05,2021-01-15,4days,BA,Y,금요일,주중,01,10
12,Prada,color fur detail coat black,a1137815,2020-12-18,2021-01-15,7days,O,Y,금요일,주중,01,28
13,Prada,zipper detail cape padding jumper,a1135135,2020-12-04,2021-01-15,7days,O,Y,금요일,주중,01,42
14,Chloe,faye small bag black,a1129386,2020-11-09,2021-01-15,4days,BA,Y,금요일,주중,01,67
15,Prada,logo hobo bag black,a1143143,2021-01-15,2021-01-15,4days,BA,Y,금요일,주중,01,0
16,Gucci,microssima mini cross body bag pink,a1142921,2021-01-14,2021-01-14,4days,BA,Y,목요일,주중,01,0
17,Time,pocket basic pattern coat black,a1142921,2021-01-14,2021-01-14,4days,O,Y,목요일,주중,01,0
18,The Izzat,check pattern double breasted coat gray,a1142834,2021-01-13,2021-01-14,4days,O,Y,목요일,주중,01,1
19,El estilo de Claire,broach shirt layered dress brown,a1141367,2021-01-06,2021-01-14,4days,D,N,목요일,주중,01,8
20,Mojosphine,Geometric pattern ribbon belt dress,a1141367,2021-01-06,2021-01-14,4days,D,N,목요일,주중,01,8
21,Ted Baker,color block pattern wool fur-outer,a1138992,2020-12-21,2021-01-14,4days,O,Y,목요일,주중,01,24
22,& Other Stories,basic pattern sweater ivory,a1143019,2021-01-14,2021-01-14,4days,T,N,목요일,주중,01,0
23,Fendi,stripe pattern two way bucket bag brown,a1142679,2021-01-13,2021-01-14,7days,BA,Y,목요일,주중,01,1
24,Balmain,basic pattern sweat-shirts white,a1142679,2021-01-13,2021-01-14,7days,T,Y,목요일,주중,01,1
25,Celine,lined zip-up jumper black,a1142679,2021-01-13,2021-01-14,7days,O,Y,목요일,주중,01,1
26,Burberry,shawl collar double coat,a1142679,2021-01-13,2021-01-14,7days,O,Y,목요일,주중,01,1
27,Fendi,two way bucket bag white,a192991,2020-04-02,2021-01-14,7days,BA,Y,목요일,주중,01,287
28,Chanel,brooch stripe pattern turtle neck turtleneck navy,a1136028,2020-12-09,2021-01-14,4days,T,Y,목요일,주중,01,36
29,Sandro,ruffle basic pattern A-Line dress black,a1136028,2020-12-09,2021-01-14,4days,D,Y,목요일,주중,01,36
30,Prada,quilted cross body bag black,a1142924,2021-01-14,2021-01-14,4days,BA,Y,목요일,주중,01,0
31,Sandro,button check pattern cape navy,a1142924,2021-01-14,2021-01-14,4days,O,Y,목요일,주중,01,0
32,Dior,croisiere patent lady bag,a1127813,2020-10-31,2021-01-14,4days,BA,Y,목요일,주중,01,75
33,Bottega Veneta,intrecciato clutch bag black 2,a1142841,2021-01-13,2021-01-14,4days,BA,Y,목요일,주중,01,1
34,Gucci,padlock GG canvas shoulder bag,a143862,2019-09-29,2021-01-14,4days,BA,Y,목요일,주중,01,473
35,Celine,belted short jacket,a1141112,2021-01-04,2021-01-13,4days,O,Y,수요일,주중,01,9
36,Gucci,flap cross bag black,a1141099,2021-01-04,2021-01-13,4days,BA,Y,수요일,주중,01,9
37,Prada,single button modern coat black,a1142328,2021-01-11,2021-01-13,4days,O,Y,수요일,주중,01,2
38,Gucci,vintage web shoulder bag black,a1139204,2020-12-22,2021-01-13,7days,BA,Y,수요일,주중,01,22
39,Plastic Island,button flower pattern A-Line dress ivory,a13934,2018-03-27,2021-01-13,4days,D,Y,수요일,주중,01,1023
40,Gucci,brooch check pattern H-Line dress ivory,a1141580,2021-01-07,2021-01-13,4days,D,Y,수요일,주중,01,6
41,Reneevon,ribbon casual dress dark pink,a1136116,2020-12-09,2021-01-13,4days,D,Y,수요일,주중,01,35
42,Sorry Too Much Love,pocket basic pattern fur-outer pink,a1142554,2021-01-12,2021-01-13,4days,O,N,수요일,주중,01,1
43,Gucci,microssima emily mini bag black,a1142736,2021-01-13,2021-01-13,7days,BA,Y,수요일,주중,01,0
44,Louis Vuitton,monogram shoulder bag black,a164734,2019-12-13,2021-01-13,4days,BA,Y,수요일,주중,01,397
45,Saint Laurent,chevron quilted cross bag black,a1140871,2021-01-02,2021-01-13,4days,BA,Y,수요일,주중,01,11
46,Gucci,mamont chain bag black,a1128095,2020-11-01,2021-01-13,4days,BA,Y,수요일,주중,01,73
47,Miu Miu,lace detail flared dress multi,a171604,2020-01-08,2021-01-13,4days,D,Y,수요일,주중,01,371
48,Prada,collar point long coat multi,a189599,2020-03-22,2021-01-13,7days,O,Y,수요일,주중,01,297
49,Yves Saint Laurent,basic pattern wool sweater black,a1129563,2020-11-09,2021-01-12,4days,T,Y,화요일,주중,01,64
50,Zooc,belt basic pattern coat black,a1141925,2021-01-09,2021-01-12,4days,O,Y,화요일,주중,01,3
51,Saint Laurent,chevron quilted cross bag black,a1141925,2021-01-09,2021-01-12,4days,BA,Y,화요일,주중,01,3
52,Plastic Island,basic pattern A-Line dress skyblue,a1141640,2021-01-08,2021-01-12,4days,D,Y,화요일,주중,01,4
53,Prada,button check pattern wool singlebreasted-jacket brown,a1120719,2020-09-21,2021-01-12,4days,O,Y,화요일,주중,01,113
54,Celine,luggage bag black,a1133560,2020-11-27,2021-01-12,7days,BA,Y,화요일,주중,01,46
55,Vivienne Westwood,button basic pattern shirt-dress navy,a182915,2020-02-16,2021-01-12,4days,D,Y,화요일,주중,01,331
56,Saint Laurent,mini sunset chain bag black,a1142471,2021-01-12,2021-01-12,7days,BA,Y,화요일,주중,01,0
57,Maison Kitsune,printing lettering pattern t-shirts grey,a1139255,2020-12-22,2021-01-11,4days,T,Y,월요일,주중,01,20
58,Chanel,pocket tweed pattern cashmere coat pink,a1138513,2020-12-20,2021-01-11,4days,O,Y,월요일,주중,01,22
59,Margarin fingers,lace detail stripe sleeveless top,a1141520,2021-01-07,2021-01-11,4days,T,Y,월요일,주중,01,4
60,The Tint,frill detail side button top beige,a1141520,2021-01-07,2021-01-11,4days,T,Y,월요일,주중,01,4
61,Plastic Island,frill basic pattern H-Line dress burgundy,a1141520,2021-01-07,2021-01-11,4days,D,Y,월요일,주중,01,4
62,Gucci,quilted GG momont cross bag black,a1142263,2021-01-11,2021-01-11,7days,BA,Y,월요일,주중,01,0
63,Yves Saint Laurent,collège medium cross bag,a189110,2020-03-19,2021-01-11,4days,BA,Y,월요일,주중,01,298
64,Gucci,microssima emily mini bag cream,a1138765,2020-12-20,2021-01-11,7days,BA,Y,월요일,주중,01,22
65,Love Moschino,pocket basic pattern slacks black,a1141949,2021-01-10,2021-01-10,4days,B,Y,일요일,휴일,01,0
66,Michaa,slit basic pattern skirt white,a1140758,2021-01-01,2021-01-10,7days,B,Y,일요일,휴일,01,9
67,Saint Laurent,button basic pattern blazer black,a1140758,2021-01-01,2021-01-10,7days,O,Y,일요일,휴일,01,9
68,Vivienne Westwood Red Label,check pattern unbalance skirt ivory,a1140758,2021-01-01,2021-01-10,7days,B,Y,일요일,휴일,01,9
69,Vivienne Westwood,pocket stripe pattern jacket,a1140758,2021-01-01,2021-01-10,7days,O,Y,일요일,휴일,01,9
70,MSGM,basic pattern top black,a1140758,2021-01-01,2021-01-10,7days,T,Y,일요일,휴일,01,9
71,Christian Dior,letter pointed tote bag small,a182494,2020-02-14,2021-01-10,7days,BA,Y,일요일,휴일,01,331
72,Molliolli,zebra print pattern turtle neck top multi,a147817,2019-10-16,2021-01-09,7days,T,Y,토요일,휴일,01,451
73,Louis Vuitton,alma epi pm tote bag black,a1141816,2021-01-09,2021-01-09,7days,BA,Y,토요일,휴일,01,0
74,It michaa,button tweed pattern A-Line shirt-dress black,a1129105,2020-11-07,2021-01-08,4days,D,N,금요일,주중,01,62
75,Max Mara,belt basic pattern wool coat brown,a1131911,2020-11-20,2021-01-08,4days,O,Y,금요일,주중,01,49
76,SJSJ,ruffle detail belted dress black,a1141668,2021-01-08,2021-01-08,4days,D,Y,금요일,주중,01,0
77,Amsale,one shoulder dress purple,a1139028,2020-12-21,2021-01-08,4days,D,Y,금요일,주중,01,18
78,Imvely,basic pattern A-Line slip-dress black,a1139028,2020-12-21,2021-01-08,4days,D,Y,금요일,주중,01,18
79,Chi Chi London,lace flower pattern A-Line dress deeppink,a1139028,2020-12-21,2021-01-08,4days,D,Y,금요일,주중,01,18
80,Maje,graphics pattern dress pink,a1139028,2020-12-21,2021-01-08,4days,D,Y,금요일,주중,01,18
81,Gucci,stripe pattern pointed cardigan,a1133588,2020-11-27,2021-01-08,7days,O,Y,금요일,주중,01,42
82,Celine,drop shoulder boxy coat,a16928,2018-08-15,2021-01-08,7days,O,Y,금요일,주중,01,877
83,Gucci,ophidia small black,a1141468,2021-01-07,2021-01-08,4days,BA,Y,금요일,주중,01,1
84,Biker Starlet,classic two way bag black,a1140737,2021-01-01,2021-01-08,4days,BA,Y,금요일,주중,01,7
85,Michaa,basic pattern A-Line knit-dress nude,a1140842,2021-01-02,2021-01-07,4days,D,Y,목요일,주중,01,5
86,Thom Browne,basic pattern skirt grey,a1135222,2020-12-04,2021-01-07,4days,B,Y,목요일,주중,01,34
87,Thom Browne,slit stripe pattern wool top grey,a1135222,2020-12-04,2021-01-07,4days,T,Y,목요일,주중,01,34
88,Jill By Jill Stuart,flare detail double button coat,a1138599,2020-12-20,2021-01-07,4days,O,Y,목요일,주중,01,18
89,Comme des Garcons,heart logo stripe shirts blue,a1135222,2020-12-04,2021-01-07,4days,T,Y,목요일,주중,01,34
90,Nain,pocket basic pattern coat brown,a1104471,2020-06-15,2021-01-07,4days,O,Y,목요일,주중,01,206
91,Louis Vuitton,monogram clutch brown,a1141530,2021-01-07,2021-01-07,7days,BA,Y,목요일,주중,01,0
92,Gucci,GG pattern cross body bag beige,a1138438,2020-12-20,2021-01-07,7days,BA,Y,목요일,주중,01,18
93,Gucci,marmont GG velvet bag purple,a1141394,2021-01-06,2021-01-07,7days,BA,Y,목요일,주중,01,1
94,Reneevon,embroidery basic pattern A-Line dress black,a1141207,2021-01-05,2021-01-06,4days,D,Y,수요일,주중,01,1
95,Dolce & Gabbana,puff sleeve flower pattern dress,a1110250,2020-08-03,2021-01-06,4days,D,Y,수요일,주중,01,156
96,Molliolli,pocket basic pattern fur-outer grey,a1105400,2020-06-21,2021-01-06,4days,O,Y,수요일,주중,01,199
97,Givenchy,givenchy obsedia medium bag,a199351,2020-05-03,2021-01-06,7days,BA,Y,수요일,주중,01,248
98,Chanel,classic chain shoulder bag black,a1141379,2021-01-06,2021-01-06,7days,BA,Y,수요일,주중,01,0
99,Gucci,dionysus cross bag2,a1134530,2020-12-01,2021-01-06,7days,BA,Y,수요일,주중,01,36
100,Gucci,flap cross bag grey,a1139426,2020-12-23,2021-01-06,4days,BA,Y,수요일,주중,01,14
101,Salvatore Ferragamo,classic chain shoulder bag black,a1141007,2021-01-04,2021-01-06,4days,BA,Y,수요일,주중,01,2
102,Gucci,mammont chain wallet bag black,a1138028,2020-12-19,2021-01-06,7days,BA,Y,수요일,주중,01,18
103,Chanel,pocket basic pattern wool fullzip-jacket grey,a1141288,2021-01-05,2021-01-06,4days,O,Y,수요일,주중,01,1
104,Gucci,mixed pattern knit top multi,a1139436,2020-12-23,2021-01-05,4days,T,Y,화요일,주중,01,13
105,Andersen-Andersen,basic pattern turtle neck sweater black,a1137042,2020-12-14,2021-01-05,7days,T,Y,화요일,주중,01,22
106,Max Mara,strap basic pattern wrap-coat black,a124755,2019-05-19,2021-01-05,7days,O,Y,화요일,주중,01,597
107,A.P.C.,tailored collar coat,a1137121,2020-12-15,2021-01-05,7days,O,Y,화요일,주중,01,21
108,Vivienne Westwood,nappa clasp chain bag,a1137121,2020-12-15,2021-01-05,7days,BA,Y,화요일,주중,01,21
109,Self-portrait,pleats lace pattern H-Line dress white,a1141142,2021-01-05,2021-01-05,4days,D,Y,화요일,주중,01,0
110,Chloe,drew bag beige,a1141010,2021-01-04,2021-01-05,7days,BA,Y,화요일,주중,01,1
111,Gucci,mixed pattern ribbon jacket multi,a1137159,2020-12-15,2021-01-05,7days,T,Y,화요일,주중,01,21
112,Sonia Rykiel,frill detail pleats sleeve dress,a167920,2019-12-22,2021-01-05,4days,D,Y,화요일,주중,01,380
113,Amsale,spangle one shoulder dress salmon,a1140937,2021-01-03,2021-01-05,4days,D,Y,화요일,주중,01,2
114,Diane von Furstenberg,cap sleeve tight dress gold,a1140937,2021-01-03,2021-01-05,4days,D,Y,화요일,주중,01,2
115,Saint Laurent,quilted calfskin shoulder bag,a1139320,2020-12-22,2021-01-05,7days,BA,Y,화요일,주중,01,14
116,Hugo Boss,strap basic pattern coat burgundy,a1139320,2020-12-22,2021-01-05,7days,O,Y,화요일,주중,01,14
117,Givenchy,ribbon basic pattern H-Line dress black,a1139320,2020-12-22,2021-01-05,7days,D,Y,화요일,주중,01,14
118,Max Mara,lace detail crop cardigan black_1,a1119528,2020-09-14,2021-01-04,4days,T,Y,월요일,주중,01,112
119,Christian Dior,oblique jacquard shoulder bag,a1119528,2020-09-14,2021-01-04,4days,BA,Y,월요일,주중,01,112
120,Burberry,belt basic pattern trench-coat red,a1119528,2020-09-14,2021-01-04,4days,O,Y,월요일,주중,01,112
121,Sandro,button stripe pattern shirts skyblue,a1140958,2021-01-03,2021-01-04,4days,T,N,월요일,주중,01,1
122,Bottega Veneta,foldover top cross bag black,a134855,2019-07-30,2021-01-04,4days,BA,Y,월요일,주중,01,524
123,Prada,padding two way bag black,a1141018,2021-01-04,2021-01-04,4days,BA,Y,월요일,주중,01,0
124,Christian Dior,silver detailed cross bag black,a120417,2019-04-25,2021-01-04,7days,BA,Y,월요일,주중,01,620
125,Margarin fingers,frill dots pattern blouse black,a1140738,2021-01-01,2021-01-03,4days,T,Y,일요일,휴일,01,2
126,Celine,luggage bag black,a1118051,2020-09-06,2021-01-03,4days,BA,Y,일요일,휴일,01,119
127,Vivienne Westwood,wave detail cape coat black,a1140877,2021-01-02,2021-01-03,4days,O,N,일요일,휴일,01,1
128,& Other Stories,button basic pattern blouse black,a1140612,2020-12-30,2021-01-03,4days,T,N,일요일,휴일,01,4
129,Gucci,marmont gg logo quilted bag Black 4,a1127774,2020-10-30,2021-01-03,7days,BA,Y,일요일,휴일,01,65
130,Gucci,sylvie mini chain ribbon bag white,a1138262,2020-12-19,2021-01-03,4days,BA,Y,일요일,휴일,01,15
131,Balmain,double button long coat white,a1140621,2020-12-31,2021-01-02,7days,O,N,토요일,휴일,01,2
132,El estilo de Claire,beads stud velvet jacket black,a196681,2020-04-17,2021-01-01,4days,O,Y,공휴일,휴일,01,259
133,Baum Und Pferdgarten,geometric pattern A-Line dress purple,a196681,2020-04-17,2021-01-01,4days,D,Y,공휴일,휴일,01,259
134,BCBG,pleats basic pattern H-Line dress deeppink,a196681,2020-04-17,2021-01-01,4days,D,Y,공휴일,휴일,01,259
135,Chanel,pocket graphics pattern zipup-jumper navy,a1112031,2020-08-15,2021-01-01,7days,O,N,공휴일,휴일,01,139
136,Lmml Studio,heart pattern quilted skirts,a1140754,2021-01-01,2021-01-31,4days,B,Y,일요일,휴일,01,30
137,Christian Dior,graphics pattern cashmere sweater ivory,a1145000,2021-01-31,2021-01-31,7days,T,Y,일요일,휴일,01,0
138,Nike,pocket basic pattern fitness-jacket pink,a1142914,2021-01-14,2021-01-31,7days,O,Y,일요일,휴일,01,17
139,Gucci,marmont gg logo quilted bag Black 2,a1145022,2021-01-31,2021-01-31,7days,BA,Y,일요일,휴일,01,0
140,Yves Saint Laurent,monogram envelope chain cross bag,a1142618,2021-01-13,2021-01-31,7days,BA,Y,일요일,휴일,01,18
141,Gucci,mammont tote red,a1144833,2021-01-28,2021-01-31,4days,BA,Y,일요일,휴일,01,3
142,Chanel,quilted leather clutch bag,a1144959,2021-01-30,2021-01-30,7days,BA,Y,토요일,휴일,01,0
143,Not Your Rose,lace jacquard pattern H-Line dress brown,a1144952,2021-01-30,2021-01-30,4days,D,Y,토요일,휴일,01,0
144,Louis Vuitton,logo chain tote bag black,a1144704,2021-01-27,2021-01-30,4days,BA,Y,토요일,휴일,01,3
145,Burberry,button basic pattern top black,a1144704,2021-01-27,2021-01-30,4days,T,Y,토요일,휴일,01,3
146,Mixed,feminine military blouse & high waist wide slacks,a1144948,2021-01-30,2021-01-30,4days,TP,Y,토요일,휴일,01,0
147,Mixed,button basic pattern doublebreasted-jacket skyblue & slit basic pattern skirt skyblue,a170041,2020-01-01,2021-01-30,4days,TP,Y,토요일,휴일,01,395
148,Burberry,high neck design long coat brown,a187236,2020-03-08,2021-01-30,7days,O,Y,토요일,휴일,01,328
149,Diane von Furstenberg,ribbon point wrap dress navy,a1111352,2020-08-13,2021-01-30,4days,D,Y,토요일,휴일,01,170
150,Jigott,gather basic pattern H-Line knit-dress khaki,a1111352,2020-08-13,2021-01-30,4days,D,Y,토요일,휴일,01,170
151,Saint Laurent,chevron quilted cross bag black,a1144784,2021-01-28,2021-01-29,7days,BA,Y,금요일,주중,01,1
152,Dolce & Gabbana,line detail flower dress multi,a1144874,2021-01-29,2021-01-29,4days,D,Y,금요일,주중,01,0
153,Fendi,two way bucket bag black,a1144401,2021-01-25,2021-01-29,4days,BA,Y,금요일,주중,01,4
154,Saint Laurent,chevron quilting cross bag cream,a1144837,2021-01-28,2021-01-29,4days,BA,Y,금요일,주중,01,1
155,Louis Vuitton,monogram eva clutch,a1144848,2021-01-29,2021-01-29,4days,BA,Y,금요일,주중,01,0
156,Imvely,peral button tweed dress pink,a167680,2019-12-21,2021-01-29,4days,D,Y,금요일,주중,01,405
157,Escada,embroidery velvet jacket black,a14291,2018-04-19,2021-01-28,4days,O,Y,목요일,주중,01,1015
158,Gucci,microssima emily mini bag black,a1144814,2021-01-28,2021-01-28,7days,BA,Y,목요일,주중,01,0
159,Louis Vuitton,monogram canvas clutch bag,a1140387,2020-12-29,2021-01-28,7days,BA,Y,목요일,주중,01,30
160,Mixed,lace point shirring blouse pink & lace detail long mermaid skirt,a1141009,2021-01-04,2021-01-28,4days,TP,Y,목요일,주중,01,24
161,Christian Dior,oblique jacquard shoulder bag,a1141009,2021-01-04,2021-01-28,4days,BA,Y,목요일,주중,01,24
162,Diagonal,pocket basic pattern jacket brown,a1141009,2021-01-04,2021-01-28,4days,O,Y,목요일,주중,01,24
163,Fendi,by the way small black,a1144653,2021-01-27,2021-01-28,4days,BA,Y,목요일,주중,01,1
164,System,three button coat gray,a1144597,2021-01-26,2021-01-28,4days,O,Y,목요일,주중,01,2
165,Christian Dior,croisiere patent lady bag,a1144515,2021-01-26,2021-01-28,4days,BA,Y,목요일,주중,01,2
166,On&On,basic pattern A-Line dress charcoal,a1144531,2021-01-26,2021-01-28,7days,D,N,목요일,주중,01,2
167,Gucci,small logo pointed cross bag black,a1144790,2021-01-28,2021-01-28,4days,BA,Y,목요일,주중,01,0
168,Chloe,button basic pattern coat brown,a1144622,2021-01-26,2021-01-28,4days,O,Y,목요일,주중,01,2
169,Lucky Chouette,unique pattern pointed frill dress,a1144780,2021-01-28,2021-01-28,4days,D,Y,목요일,주중,01,0
170,Molliolli,basic pattern fur-outer,a1144539,2021-01-26,2021-01-28,7days,O,Y,목요일,주중,01,2
171,Prada,logo hobo bag black,a1135097,2020-12-04,2021-01-28,4days,BA,Y,목요일,주중,01,55
172,Chanel,pocket basic pattern wool fullzip-jacket grey,a1135097,2020-12-04,2021-01-28,4days,O,Y,목요일,주중,01,55
173,Fendi,printing pattern wool sweater black,a1142333,2021-01-11,2021-01-28,4days,T,Y,목요일,주중,01,17
174,Gucci,dionysus cross bag,a1144763,2021-01-28,2021-01-28,7days,BA,Y,목요일,주중,01,0
175,Chanel,zipper detail bucket tote bag,a1144766,2021-01-28,2021-01-28,4days,BA,Y,목요일,주중,01,0
176,Prada,fur detail slim line single coat,a1144764,2021-01-28,2021-01-28,4days,O,Y,목요일,주중,01,0
177,Celine,round hem line sweater gray_1,a1144749,2021-01-28,2021-01-28,4days,T,Y,목요일,주중,01,0
178,Gucci,jackie 1961 hobo bag ivory,a1144749,2021-01-28,2021-01-28,4days,BA,Y,목요일,주중,01,0
179,The Clozet,leopard pattern fur jacket 2,a1130389,2020-11-13,2021-01-28,4days,O,N,목요일,주중,01,76
180,Gucci,leather point cross bag,a1144727,2021-01-27,2021-01-28,4days,BA,N,목요일,주중,01,1
181,Mojosphine,basic pattern blouse white,a1144725,2021-01-27,2021-01-28,4days,T,Y,목요일,주중,01,1
182,Burberry,tb leather belt bag black,a1144350,2021-01-24,2021-01-27,4days,BA,Y,수요일,주중,01,3
183,Gucci,dionysus cross bag2,a1136047,2020-12-09,2021-01-27,4days,BA,Y,수요일,주중,01,49
184,Bottega Veneta,foldover top cross bag black,a1129084,2020-11-07,2021-01-27,4days,BA,Y,수요일,주중,01,81
185,Allen.O,layered collar detail dress multi,a1129141,2020-11-07,2021-01-27,4days,D,Y,수요일,주중,01,81
186,Chanel,quilted boy chain bag black,a1144306,2021-01-24,2021-01-27,7days,BA,Y,수요일,주중,01,3
187,Lucky Chouette,check pattern sweater black,a1143236,2021-01-15,2021-01-27,7days,T,Y,수요일,주중,01,12
188,Chanel,mini round cross bag pink,a1126559,2020-10-25,2021-01-27,4days,BA,Y,수요일,주중,01,94
189,Saint Laurent,cabas monogramtote bag black,a1144628,2021-01-27,2021-01-27,4days,BA,Y,수요일,주중,01,0
190,Gucci,logo pointed cross bag black,a1144283,2021-01-24,2021-01-27,4days,BA,Y,수요일,주중,01,3
191,Chanel,small logo quilted cross body bag black,a186156,2020-03-03,2021-01-27,7days,BA,Y,수요일,주중,01,330
192,It michaa,lace flower pattern A-Line dress mint,a1140169,2020-12-28,2021-01-27,4days,D,Y,수요일,주중,01,30
193,Gucci,v neck floral printing dress,a1142352,2021-01-11,2021-01-27,4days,D,Y,수요일,주중,01,16
194,Saint Laurent,chevron quilted cross bag black,a1144656,2021-01-27,2021-01-27,7days,BA,Y,수요일,주중,01,0
195,Saint Laurent,monogram chain wallet bag black,a1127427,2020-10-28,2021-01-27,7days,BA,Y,수요일,주중,01,91
196,Thom Browne,slit stripe pattern wool top grey,a1141794,2021-01-09,2021-01-27,7days,T,Y,수요일,주중,01,18
197,Dolce & Gabbana,slime line single coat black,a1144543,2021-01-26,2021-01-27,7days,O,Y,수요일,주중,01,1
198,Vunque,toque tote M black,a181152,2020-02-09,2021-01-27,4days,BA,Y,수요일,주중,01,353
199,Maje,button basic pattern H-Line knit-dress beige,a1142470,2021-01-12,2021-01-27,4days,D,Y,수요일,주중,01,15
200,Jill Stuart,trimming pointed tweed dress,a1138988,2020-12-21,2021-01-27,4days,D,Y,수요일,주중,01,37
201,Celine,luggage bag black,a1144203,2021-01-23,2021-01-26,7days,BA,Y,화요일,주중,01,3
202,Salvatore Ferragamo,vara leather cross bag black,a1144228,2021-01-23,2021-01-26,4days,BA,Y,화요일,주중,01,3
203,Egoist,flower pattern A-Line dress multi,a1144219,2021-01-23,2021-01-26,7days,D,Y,화요일,주중,01,3
204,Gucci,mamont bucket bag ivory,a1144564,2021-01-26,2021-01-26,4days,BA,Y,화요일,주중,01,0
205,Johnny Hates Jazz,two button shirt dress,a1144356,2021-01-24,2021-01-26,4days,D,Y,화요일,주중,01,2
206,Christian Dior,silver detailed cross bag black,a1111676,2020-08-14,2021-01-26,4days,BA,Y,화요일,주중,01,165
207,Moschino,embroidery printing pattern wool sweater blue,a1144318,2021-01-24,2021-01-26,4days,T,Y,화요일,주중,01,2
208,Sandro,pocket basic pattern wide-pants navy,a1143880,2021-01-20,2021-01-26,4days,B,Y,화요일,주중,01,6
209,Burberry,button basic pattern wool coat brown,a1143880,2021-01-20,2021-01-26,4days,O,Y,화요일,주중,01,6
210,Ami,pocket basic pattern hoodie grey,a1144550,2021-01-26,2021-01-26,7days,T,Y,화요일,주중,01,0
211,Diane von Furstenberg,lace long sleeve wrap dress,a1144535,2021-01-26,2021-01-26,7days,D,Y,화요일,주중,01,0
212,BCBG Max Azria,lace stripe pattern A-Line shirt-dress navy,a1144535,2021-01-26,2021-01-26,7days,D,Y,화요일,주중,01,0
213,S blanc,ruffle basic pattern A-Line dress mint,a1144535,2021-01-26,2021-01-26,7days,D,Y,화요일,주중,01,0
214,Mojosphine,basic pattern H-Line dress grey,a1144535,2021-01-26,2021-01-26,7days,D,Y,화요일,주중,01,0
215,Thom Browne,roll up basic pattern slacks navy,a1144523,2021-01-26,2021-01-26,7days,B,N,화요일,주중,01,0
216,Thom Browne,oxford basic tee gray,a1144523,2021-01-26,2021-01-26,7days,T,N,화요일,주중,01,0
217,It michaa,button basic pattern coat brown,a1144526,2021-01-26,2021-01-26,4days,O,Y,화요일,주중,01,0
218,Gucci,mamont chain mini cross bag black,a1144520,2021-01-26,2021-01-26,4days,BA,Y,화요일,주중,01,0
219,Michael Michael Kors,belt basic pattern padding-outer black,a1144470,2021-01-25,2021-01-26,4days,O,Y,화요일,주중,01,1
220,Mixed,printing pattern hoodie grey & pocket basic pattern jogger-pants grey,a1144470,2021-01-25,2021-01-26,4days,TP,Y,화요일,주중,01,1
221,Burberry,classic cross bag black,a1144470,2021-01-25,2021-01-26,4days,BA,Y,화요일,주중,01,1
222,Saint Laurent,quilted shoulder bag black,a19187,2018-10-01,2021-01-26,7days,BA,Y,화요일,주중,01,848
223,Spring Crocus,shawl collar long coat beige,a1144192,2021-01-23,2021-01-26,4days,O,Y,화요일,주중,01,3
224,Allsaints,v-neck flower pattern flare dress,a1144192,2021-01-23,2021-01-26,4days,D,Y,화요일,주중,01,3
225,Prada,gradation color padding jumper,a1105887,2020-06-24,2021-01-25,7days,O,Y,월요일,주중,01,215
226,El estilo de Claire,neck frill and ribbon detail blouse,a1144468,2021-01-25,2021-01-25,4days,T,Y,월요일,주중,01,0
227,Theory,button check pattern doublebreasted-jacket khaki,a1144474,2021-01-25,2021-01-25,7days,O,Y,월요일,주중,01,0
228,Celine,trapeze tote bag black,a1142968,2021-01-14,2021-01-25,4days,BA,Y,월요일,주중,01,11
229,Gucci,button flower pattern H-Line dress lavender,a1144458,2021-01-25,2021-01-25,4days,D,Y,월요일,주중,01,0
230,Polo Ralph Lauren,pocket check pattern wool duffle-coat bluegreen,a1128618,2020-11-04,2021-01-25,7days,O,Y,월요일,주중,01,82
231,Balenciaga,gold logo point tote bag blue,a1144445,2021-01-25,2021-01-25,4days,BA,Y,월요일,주중,01,0
232,Gucci,dionysos velvet chain shoulder bag navy,a1143759,2021-01-19,2021-01-25,7days,BA,Y,월요일,주중,01,6
